1535	60
1536	70
1537	55
1538	78
1539	89
1540	88
1541	61
1542	97
1543	77
1544	74
1545	85
1546	82
1547	116
1548	109
1549	128
1550	156
1551	119
1552	125
1553	95
1554	121
1555	144
1556	130
1557	145
1558	118
1559	110
1560	151
1561	121
1562	139
1563	110
1564	150
1565	107
1566	158
1567	183
1568	151
1569	141
1570	146
1571	134
1572	165
1573	140
1574	152
1575	175
1576	164
1577	127
1578	140
1579	140
1580	164
1581	210
1582	186
1583	166
1584	189
1585	185
1586	205
1587	158
1588	195
1589	174
1590	132
1591	135
1592	167
1593	185
1594	139
1595	193
1596	183
1597	168
1598	203
1599	272
1600	223
1601	181
1602	219
1603	180
1604	240
1605	229
1606	269
1607	209
1608	226
1609	379
1610	287
1611	278
1612	298
1613	285
1614	271
1615	319
1616	246
1617	265
1618	343
1619	274
1620	300
1621	281
1622	264
1623	255
1624	237
1625	260
1626	321
1627	230
1628	226
1629	217
1630	301
1631	206
1632	229
1633	197
1634	233
1635	251
1636	193
1637	170
1638	225
1639	247
1640	225
1641	223
1642	228
1643	304
1644	288
1645	236
1646	190
1647	391
1648	301
1649	242
1650	371
1651	300
1652	274
1653	260
1654	270
1655	264
1656	321
1657	331
1658	256
1659	420
1660	323
1661	324
1662	300
1663	226
1664	257
1665	289
1666	368
1667	333
1668	319
1669	444
1670	473
1671	389
1672	757
1673	495
1674	282
1675	400
1676	271
1677	289
1678	299
1679	461
1680	320
1681	339
1682	385
1683	330
1684	296
1685	323
1686	350
1687	297
1688	398
1689	354
1690	289
1691	296
1692	339
1693	350
1694	335
1695	340
1696	370
1697	421
1698	416
1699	517
1700	559
1701	488
1702	522
1703	467
1704	401
1705	470
1706	406
1707	583
1708	474
1709	501
1710	633
1711	764
1712	520
1713	576
1714	655
1715	727
1716	574
1717	624
1718	628
1719	570
1720	648
1721	717
1722	725
1723	749
1724	812
1725	774
1726	765
1727	1117
1728	850
1729	773
1730	855
1731	860
1732	771
1733	939
1734	863
1735	969
1736	986
1737	932
1738	1032
1739	972
1740	1068
1741	1080
1742	937
1743	1021
1744	924
1745	1000
1746	863
1747	938
1748	1050
1749	1133
1750	1325
1751	1343
1752	1213
1753	1416
1754	1428
1755	1404
1756	1296
1757	1221
1758	1322
1759	1206
1760	1395
1761	1337
1762	1371
1763	1387
1764	1404
1765	1342
1766	1345
1767	1501
1768	1697
1769	1517
1770	1817
1771	1625
1772	1543
1773	1583
1774	1798
1775	1961
1776	1853
1777	1974
1778	1986
1779	1843
1780	1954
1781	2130
1782	1906
1783	2115
1784	2506
1785	2225
1786	2166
1787	2610
1788	3006
1789	4049
1790	2786
1791	3043
1792	3052
1793	2641
1794	2529
1795	2680
1796	2748
1797	2619
1798	2688
1799	2895
1800	3968
1801	3887
1802	3735
1803	4313
1804	4753
1805	4122
1806	4191
1807	3941
1808	4941
1809	4165
1810	4425
1811	4613
1812	3993
1813	4321
1814	4652
1815	4753
1816	4704
1817	5009
1818	5935
1819	6807
1820	7597
1821	7096
1822	7989
1823	8114
1824	8204
1825	9527
1826	8932
1827	8803
1828	9789
1829	10325
1830	11228
1831	8823
1832	9491
1833	10096
1834	10534
1835	11560
1836	10902
1837	10684
1838	11036
1839	11762
1840	11799
1841	11237
1842	11251
1843	11925
1844	13532
1845	13543
1846	14139
1847	13590
1848	13560
1849	13051
1850	14280
1851	14839
1852	15336
1853	16951
1854	17117
1855	16482
1856	18052
1857	17444
1858	16702
1859	18139
1860	19112
1861	17921
1862	17152
1863	17200
1864	19119
1865	19184
1866	20548
1867	19407
1868	20181
1869	21688
1870	19430
1871	19096
1872	17380
1873	16272
1874	16821
1875	16913
1876	18343
1877	17383
1878	17613
1879	20021
1880	20271
1881	20036
1882	21593
1883	21929
1884	22930
1885	22880
1886	24065
1887	25538
1888	25827
1889	27062
1890	27302
1891	28218
1892	29913
1893	30700
1894	31320
1895	32522
1896	33414
1897	33624
1898	35049
1899	44352
1900	41884
1901	39837
1902	43312
1903	42842
1904	45378
1905	45545
1906	48172
1907	48790
1908	51597
1909	52855
1910	53439
1911	54480
1912	56993
1913	57095
1914	56145
1915	47831
1916	48555
1917	47835
1918	44779
1919	49023
1920	53341
1921	50111
1922	55683
1923	39162
1924	34769
1925	37313
1926	38257
1927	40233
1928	41891
1929	45095
1930	43602
1931	42761
1932	38602
1933	39228
1934	40319
1935	45527
1936	44830
1937	44618
1938	42997
1939	44298
1940	38792
1941	36161
1942	33300
1943	32632
1944	32391
1945	31958
1946	38461
1947	43265
1948	44877
1949	49754
1950	47923
1951	45888
1952	46668
1953	47914
1954	52077
1955	55685
1956	58801
1957	60878
1958	64697
1959	70896
1960	76060
1961	80739
1962	93896
1963	94658
1964	100158
1965	106628
1966	112487
1967	117837
1968	126819
1969	124307
1970	122221
1971	114628
1972	117939
1973	115312
1974	114114
1975	114986
1976	116142
1977	117121
1978	118427
1979	123305
1980	120890
1981	120532
1982	122297
1983	127930
1984	129697
1985	133990
1986	130569
1987	128480
1988	131289
1989	136497
1990	136732
1991	127927
1992	126250
1993	118729
1994	115895
1995	114256
1996	109617
1997	111949
1998	109647
1999	136343
2000	110177
2001	101551
2002	102625
2003	96599
2004	94347
2005	89199
2006	80889
2007	66373
2008	47925
2009	21400
2010	4056
2011	669
2012	117
2013	380
2014	10
	367399
2014+	663115
